Name|Description|Website|Keywords|Categories|People|Address|City|State|Zipcode|Phone Number|Email
Mira Enterprises Inc|We are importers and distributors of watches. Our flagship brand is: MIYKON. These quality watches are available in Sporty, Fashion, Digital, and other attractive categories. They are expertly designed and carry a robust water resistant warranty.We are the appointed distributors for Q&Q watches as well as CASIO watches and calculators. We also carry a wide range of electronic accessories in brands such as Sony, RCA, Wahl, and Midland.|http://www.easternwatchco.com|watches, miykon, q&q, casio, rca, wahl, midland, calculators, hair care, haircutting kits, personal care|Fashion Jewelry / Watches, Cosmetics / Nails / Hair Products, Wellness / Personal Care, General Gifts, Souvenirs|Anil Lalwani|1233 S Broadway |Los Angeles|CA|90015|(213) 746-9109|sales@easternwatchco.com
Miss Lil Usa||https://misslilusa.com/|||Samvel Banduryan|14416, Victory Blvd|Van Nuys|CA|91401|(747) 256-9511|info@misslilusa.com
Mitchell Proffitt Company|Founded in 1985, Mitchell-Proffitt Company (MPC) has become one the world’s largest wholesale suppliers of military, veteran, patriotic, and first responder decals, bumper stickers, auto tags, tag frames, and drinkware. The company also holds significant market share in ball caps, patches, key chains, flags, car magnets, travel mugs, coffee mugs, lapel pins, paper coasters and similar items for service members, veterans, and American patriots.|https://www.mitchellproffitt.com|military, veteran, patriotic, gifts, souvenir, headwear, apparel, military, veteran, patriotic, first responder decals, bumper stickers, auto tags, tag frames, drinkware, ball caps, patches, key chains, flags, car magnets, travel mugs, coffee mugs, lapel pins, paper coasters, service members, veterans, american patriots.|Men's Apparel, General Gifts, Religious / Spiritual, Characters / Brands / Entertainment, Made in the USA|Laura Lambert|5644 Doolittle Rd.|Jacksonville|FL|32254|(800) 878-6404|cservice@mitchellproffitt.com
Mmk International Inc.|Importers and Distributors of General Merchandise. - Daily use items and more.|http://www.mmkintl.com|general merchandise, dollar store items, home accents, bed, bath, home,|Dollar Store Items, General Merchandise, Bed / Bath|Kevin Gozarkhah||||||
Modernistbijuteri San Tic. Ltd. Sti||http://www.modernistbijuteri.com|||Ahmet Nazari||||||
Molor Designs|At Molor Designs we have created a set of reusable bottles that are unlike anything else on the market. Our patented BPA-free bottles are, not only functional, but also serve as a positive reminder to live a faith-driven, positive, and hopeful life every day. These one-of-a-kind bottles feature both embossed and debossed words such as 'FAITH', 'HOPE', 'LOVE' all in one set with more words available that are currently patented or patent pending. Every set includes 3 bottles each capable of holding 23 ounces of liquid. The versatility of these bottles goes beyond just water. They can also be used for cooking oils, clear liquids, soap, and more! We have taken great care in designing our bottles to be both durable and shatter-resistant ensuring they can withstand daily use. Additionally, their innovative appearance prevents them from rolling away, providing convenience and ease of use. These are perfect for anyone wanting a sustainable bottle that spreads positivity and hope!|https://faithhopelovebottledesigns.com/|faith, hope, love, eco-friendly, reusable, water bottles, reusable bottles, unique design, phenomenal product|Wellness / Personal Care, General Merchandise, General Gifts, Religious / Spiritual, Kitchen / Tabletop / Cookware / Cutlery / Small Appliances|Nikki B||Irvine|CA|||info@faithhopelovebottles.com
Montana Brand Tools||https://www.montanabrandtools.com/|||Tracy Pagel, David Tyler|34837 Innovation Dr|Ronan|MT|59864|(406) 528-4350|sales@montanabrandtools.com
Montana West|The Montana West collection contains traditional western elements with modern design. We are the label that combines amazing quality and design with unbeatable prices. Montana West is more than a handbag it is an attitude. Montana West is now making Wrangler handbags. We are a lifestyle brand having the price for all needs from moderate to upper. Come and enjoy the ride!!!|http://www.montanawestusa.com||Handbags, Small Leather Goods (Belts, Wallets, etc), Sunglasses / Eyewear, Women's Footwear, Luggage / Travel Accessories|Derek Trammell|2606 Brenner Dr.|Dallas|TX|75220|(972) 241-9998|sales@montanawestusa.com
Mr. Stuff Warehouse|Tools • Housewares • General Merchandise • Close-Outs We are a family owned & run business operating in the Los Angeles area since 1980. We specialize in buying & selling close-out type merchandise, discontinued or liquidated items, general surplus inventories, factory blems, mis-prints, package changes, buybacks, more! Everything from tools to toys, sandpaper to surplus, gadgets to gifts, and more! We will also consider trading goods with little or no money exchanged. Check our website frequently...We are very dealer-friendly and want to help your business grow!|http://www.MrStuffUSA.com|buy&sell, tools, closeouts, discontinued, gen. surplus|Closeouts / Liquidation, General Merchandise, Hardware / Tools|Bob Meyer|19625 Parthenia St.|Northridge|CA|91324|(818) 700-0053|bob@misterstuff.com
Mt Jewelry Mfg Inc||http://www.mtjewelryinc.com|silver, jewelry||My Truong||||||
My Import Usa/ My Brands Distribution Inc|My Import West has been in business for 7 years and prides itself on the AMG line of products. Our products include: TAG, Wizard, Finesse, AquaNet, XTRA, Ladie's Choice, Yardley, Red Cross, Love My Carpet, Scrub Free, Moth Shield, and much more! Visit our booth and test out our products!|http://www.myimportw.com||Dollar Store Items, General Merchandise|Sean Amin|2701 Carrier Ave|Commerce|CA|90040||alex@myimporw.com
My Sales Llc|We are an importer and distributor of general merchandise.We have the latest trending items at the best prices.We have the best quality and designs in the market. Our warehouse is located in Edison NJ and ready to ship nationwide. Contact us to see what's the latest and hottest products in the market. We strive to bring the best items and best prices to our customers.|http://PFA.com|general merchandise, closeouts, dollar store, kitchen, tabletop, cookware, cutlery|Closeouts / Liquidation, Dollar Store Items, General Merchandise, Kitchen / Tabletop / Cookware / Cutlery / Small Appliances|Kevin Zhang|75 Onderdonk Avenue|Ridgewood|NY|11385|(323) 780-6038|salesny@my168.com
Mydepot Inc||https://www.mydepot.com/|liquidation, closeout, clearance sale, bargain outlet, bargain outlet, liquidation warehouse, discount store, warehouse, bin store, flea market, wholesale, auction, import & export, bargain hunt, home business, salvage store, deep discounts, discounted merchandise, surplus liquidation, liquidation specials, bargain liquidation, warehouse blowout, final sale items, low-priced goods, liquidation warehouse deals, closeout liquidation, discounted closeouts, liquidation center, clearance liquidation store, wholesale closeouts, liquidation clearance, salvage liquidation, discount outlet store, discount liquidators, overstock liquidation, bin store, flea market, wholesale, auction, canton fair, overstock, liquidation.com, aliexpress, general merchandise, sofa, chair, sneakers, recliner, christmas tree, clothing, air conditioning, cash and carry, vanity, phone, toy, desk, gaming desk, running shoe, coat, umbrella, canopy, table, bluetooth speaker, fitness, workout, memory foam, bedding, mattress|Closeouts / Liquidation, General Merchandise|Tony Fu||||||
N & P Imports Inc|Wholesale magnetic & copper jewelry largest manufacture & designer with over 5000 styles in stock|http://npimports.com/|wholesale, magnetic, copper jewelry|Fashion Jewelry / Watches|Parveen Gupta|6881 Kingspointe Parkway, Suite #13, |Orlando|FL|32819|(407) 852-3192|info@npimports.com
Nabeel Perfume International Inc||https://www.nabeel.com/|||Jainul Alam||||||
Nabi Cosmetic Co||http://www.nabicosmetic.com|color makeup, nail polish, lip gloss, pencils, eyes, lips, eyelashes, lip tint, eyeshadow, highlight, mirror polish, eyelash, powder, foundation, primer, setting spray, color fix, magic chrome pigment, matte,|Cosmetics / Nails / Hair Products, Wellness / Personal Care|David Oh||||||
Nagi K Corporation|Sunglasses & Accessories|http://www.nksunglasses.com|sunglasses, accessories|Sunglasses / Eyewear|Gilbert Khoury|401 S. Los Angeles St. #8 |Los Angeles|CA|90013|(213) 617-3448|nagikyelo@yahoo.com
Nali Collection Inc|NALI COLLECTION INC is a wholesale company that specializes in ladies dress, lady top, swimming suit, hats, scarf and underwear. Our company is located Maspeth, New York. We are offering a variety of products, good pricing and premier customer services. Our clothes is well designed which follow the fashion, especially our dress and swimming suits, they are favored by retailers and big companies. Also, our price is very attractive to ensure that our customers will be able to compete in the retail market.|http://www.nalicollection.com/||Hats / Scarves, Swimwear, Women's Apparel|Anna Hu|51-18 Grand Ave|Maspeth|NY|11378|(347) 799-1011|nalicollectioninc@gmail.com
Nandansons International Inc|Since 1979, Nandansons International, Inc. has been a leader in the distribution of brand-name, prestige fragrances. Family-owned and operated with more than three decades of experience exclusively in fragrance, we have earned our place as a market leader by offering products and services to clients worldwide at highly competitive prices and with exceptional responsiveness and attention to detail. From fragrance distribution, to financing, worldwide trade and brand management, we honor our commitment to excellence because honesty and integrity are the cornerstones of everything we do. We take pride in our dependable reputation, excellence in quality service, and commitment to customer satisfaction. These principles have allowed us to gain the trust and respect of our vendors and clients for over 30 years of lasting relationships. With 8,000 SKUs spread over 200 brands, Nandansons is active globally in more than 60 countries. From the Pacific to the Atlantic and in every state in|http://www.nandanson.com|perfume, perfumes, fragrances, colognes, skin care, hair care|Fragrance / Perfume|Anuj Gupta|55 Mayfield Avenue|Edison|NJ|08837|(908) 561-2400|info@nandansons.com
National Cap & Sportswear|THE SHOWS MOST COMPLETE HEADWEAR LINE..FEATURING COLLEGIATE-MLB-NBA-NHL 2021 Headwear Styles. Also AUTOMOTIVE-MOSSY OAK—REAL TREE-LICENSED OUTDOOR BRANDS-AUTOMOTIVE-BEERS- URBAN-NOVELTY-PATRIOTIC-STRAW COWBOY STYLES.. COME TAKE A LOOK!!!!|http://www.nationalcap.net|collegiate-mlb-nba-nhl 2021, headwear styles, automotive, mossy oak, real tree, licensed outdoor brands, beers, urban, novelty, patriotic, straw cowboy styles|Hats / Scarves, Characters / Brands / Entertainment, Collegiate / Major League Sports, Made in the USA|Carey Stewart|1101 Keen Drive|Waycross|GA|31503|(800) 554-0430|sales@nationalcap.net
